profile_id,predicted_list
8191,"[13092, 15213, 15214, 11589, 4872, 15215, 124, 339, 505, 16, 14631, 65, 329, 2044, 190, 491, 241, 2031, 2623, 441, 416, 492, 38, 426, 15222]"
8194,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
8199,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8201,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
8207,"[13092, 15213, 15214, 11589, 4872, 15215, 124, 339, 505, 16, 14631, 65, 329, 2044, 190, 491, 241, 2031, 2623, 441, 416, 492, 38, 426, 15222]"
8217,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
8227,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
8228,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
8232,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
8233,"[125, 55, 124, 190, 241, 339, 65, 2502, 1880, 2559, 505, 543, 127, 329, 536, 2082, 2348, 6271, 469, 2054, 2472, 50, 545, 2062, 2189]"
8242,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
8252,"[11052, 1880, 4057, 190, 125, 38, 64, 124, 370, 383, 2054, 9820, 12087, 59, 65, 127, 188, 241, 348, 476, 2020, 2189, 3762, 4738, 6271]"
8253,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
8254,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
8257,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8258,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
8267,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
8268,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8272,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
8273,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
8274,"[4730, 4929, 10099, 10796, 638, 10100, 4642, 639, 8596, 672, 8598, 7391, 673, 357, 12240, 5340, 552, 5331, 740, 15847, 15642, 8599, 8604, 4920, 8616]"
8275,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
8299,"[13092, 15213, 15214, 11589, 4872, 15215, 124, 339, 505, 16, 14631, 65, 329, 2044, 190, 491, 241, 2031, 2623, 441, 416, 492, 38, 426, 15222]"
8302,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8304,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
8305,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
8309,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
8319,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
8321,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
8323,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
8326,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8335,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
8347,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
8351,"[228, 124, 347, 125, 241, 65, 339, 190, 3502, 1880, 1047, 127, 2054, 329, 2191, 3501, 2641, 383, 1203, 380, 1881, 2184, 369, 55, 2492]"
8356,"[16, 15, 67, 18, 224, 17, 241, 38, 19, 178, 410, 856, 407, 409, 225, 406, 408, 39, 124, 959, 50, 125, 228, 3501, 136]"
8369,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
8373,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
8377,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
8379,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8391,"[19, 16, 18, 17, 15, 38, 39, 225, 224, 232, 136, 967, 4021, 230, 4020, 40, 229, 41, 42, 44, 1910, 45, 228, 43, 46]"
8395,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
8401,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
8406,"[3502, 16, 19, 1047, 3501, 2641, 17, 18, 1211, 15, 845, 703, 842, 848, 850, 847, 846, 976, 843, 844, 849, 38, 1999, 225, 39]"
8407,"[3502, 16, 19, 1047, 3501, 2641, 17, 18, 1211, 15, 845, 703, 842, 848, 850, 847, 846, 976, 843, 844, 849, 38, 1999, 225, 39]"
8410,"[228, 124, 347, 125, 241, 65, 339, 190, 3502, 1880, 1047, 127, 2054, 329, 2191, 3501, 2641, 383, 1203, 380, 1881, 2184, 369, 55, 2492]"
8411,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
8415,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
8420,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
8429,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
8432,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
8437,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
8440,"[4569, 190, 124, 1430, 125, 241, 303, 339, 393, 3983, 3986, 52, 329, 357, 379, 420, 7624, 127, 416, 417, 1880, 7891, 7894, 128, 129]"
8442,"[15140, 11240, 5010, 2337, 5037, 4456, 549, 230, 978, 124, 1880, 14899, 3708, 190, 319, 5326, 5338, 2135, 65, 177, 2952, 5161, 125, 347, 2594]"
8445,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
8446,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
8450,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
8454,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
8458,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
8480,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8482,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
8483,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
8484,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
8493,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
8496,"[228, 124, 347, 125, 241, 65, 339, 190, 3502, 1880, 1047, 127, 2054, 329, 2191, 3501, 2641, 383, 1203, 380, 1881, 2184, 369, 55, 2492]"
8497,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
8500,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
8502,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8505,"[16, 4552, 17, 2227, 38, 19, 18, 4939, 15, 128, 67, 224, 416, 39, 1880, 36, 185, 148, 406, 410, 136, 264, 489, 2296, 34]"
8509,"[4569, 190, 124, 1430, 125, 241, 303, 339, 393, 3983, 3986, 52, 329, 357, 379, 420, 7624, 127, 416, 417, 1880, 7891, 7894, 128, 129]"
8513,"[16, 15, 67, 18, 224, 17, 241, 38, 19, 178, 410, 856, 407, 409, 225, 406, 408, 39, 124, 959, 50, 125, 228, 3501, 136]"
8514,"[16, 15, 67, 18, 224, 17, 241, 38, 19, 178, 410, 856, 407, 409, 225, 406, 408, 39, 124, 959, 50, 125, 228, 3501, 136]"
8515,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
8520,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
8522,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
8526,"[16, 4552, 17, 2227, 38, 19, 18, 4939, 15, 128, 67, 224, 416, 39, 1880, 36, 185, 148, 406, 410, 136, 264, 489, 2296, 34]"
8529,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
8530,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8538,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
8546,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
8550,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
8555,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
8561,"[125, 55, 124, 190, 241, 339, 65, 2502, 1880, 2559, 505, 543, 127, 329, 536, 2082, 2348, 6271, 469, 2054, 2472, 50, 545, 2062, 2189]"
8568,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
8571,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
8572,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
8580,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
8583,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
8584,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
8589,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8590,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
8592,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
8595,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
8596,"[38, 39, 225, 136, 230, 40, 41, 42, 43, 44, 45, 232, 46, 186, 489, 1299, 1911, 425, 1880, 3669, 64, 383, 441, 55, 241]"
8598,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8600,"[125, 124, 65, 339, 1880, 329, 190, 241, 127, 12377, 126, 347, 55, 2348, 1203, 2054, 50, 16, 2029, 2469, 2524, 423, 2335, 383, 949]"
8603,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
8610,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
8613,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8618,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8621,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
8622,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
8626,"[13092, 15213, 15214, 11589, 4872, 15215, 124, 339, 505, 16, 14631, 65, 329, 2044, 190, 491, 241, 2031, 2623, 441, 416, 492, 38, 426, 15222]"
8627,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
8628,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8632,"[228, 124, 347, 125, 241, 65, 339, 190, 3502, 1880, 1047, 127, 2054, 329, 2191, 3501, 2641, 383, 1203, 380, 1881, 2184, 369, 55, 2492]"
8636,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
8637,"[228, 124, 347, 125, 241, 65, 339, 190, 3502, 1880, 1047, 127, 2054, 329, 2191, 3501, 2641, 383, 1203, 380, 1881, 2184, 369, 55, 2492]"
8639,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
8640,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
8641,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
8643,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8649,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
8651,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
8655,"[19, 16, 18, 17, 15, 38, 39, 225, 224, 232, 136, 967, 4021, 230, 4020, 40, 229, 41, 42, 44, 1910, 45, 228, 43, 46]"
8659,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
8660,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
8661,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
8665,"[6684, 16, 15, 124, 38, 19, 188, 241, 3283, 3700, 18, 224, 17, 1880, 125, 329, 65, 347, 56, 36, 2192, 2207, 1583, 67, 2202]"
8668,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
8677,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
8678,"[1880, 125, 16, 124, 347, 241, 65, 339, 190, 188, 329, 15, 176, 2054, 55, 127, 381, 18, 59, 1425, 38, 2023, 126, 383, 19]"
8680,"[228, 124, 347, 125, 241, 65, 339, 190, 3502, 1880, 1047, 127, 2054, 329, 2191, 3501, 2641, 383, 1203, 380, 1881, 2184, 369, 55, 2492]"
8681,"[19, 16, 18, 17, 15, 38, 39, 225, 224, 232, 136, 967, 4021, 230, 4020, 40, 229, 41, 42, 44, 1910, 45, 228, 43, 46]"
8684,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
8687,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
8691,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
8692,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
8694,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
8695,"[3502, 16, 19, 1047, 3501, 2641, 17, 18, 1211, 15, 845, 703, 842, 848, 850, 847, 846, 976, 843, 844, 849, 38, 1999, 225, 39]"
8698,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
8699,"[16, 15, 67, 18, 224, 17, 241, 38, 19, 178, 410, 856, 407, 409, 225, 406, 408, 39, 124, 959, 50, 125, 228, 3501, 136]"
8704,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
8709,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8712,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8713,"[16, 124, 15, 125, 19, 65, 339, 18, 17, 38, 241, 329, 347, 1880, 380, 127, 190, 67, 126, 4325, 56, 148, 364, 2373, 1425]"
8716,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8720,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8722,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
8724,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
8725,"[228, 124, 347, 125, 241, 65, 339, 190, 3502, 1880, 1047, 127, 2054, 329, 2191, 3501, 2641, 383, 1203, 380, 1881, 2184, 369, 55, 2492]"
8732,"[3502, 16, 19, 1047, 3501, 2641, 17, 18, 1211, 15, 845, 703, 842, 848, 850, 847, 846, 976, 843, 844, 849, 38, 1999, 225, 39]"
8747,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
8748,"[19, 16, 18, 17, 15, 38, 39, 225, 224, 232, 136, 967, 4021, 230, 4020, 40, 229, 41, 42, 44, 1910, 45, 228, 43, 46]"
8751,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
8752,"[3502, 16, 19, 1047, 3501, 2641, 17, 18, 1211, 15, 845, 703, 842, 848, 850, 847, 846, 976, 843, 844, 849, 38, 1999, 225, 39]"
8754,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
8755,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
8756,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
8758,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8767,"[16, 15, 19, 38, 124, 18, 224, 17, 67, 1880, 107, 347, 188, 36, 128, 125, 105, 102, 225, 380, 136, 1402, 1999, 106, 612]"
8768,"[124, 19, 16, 65, 126, 125, 424, 18, 339, 190, 241, 380, 347, 1880, 17, 127, 329, 15, 476, 1888, 428, 2373, 1203, 188, 441]"
8769,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
8776,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
8778,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
8779,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
8781,"[124, 65, 13475, 125, 190, 12709, 339, 241, 12690, 127, 16, 491, 12710, 12733, 126, 2044, 2029, 2373, 13503, 12757, 12769, 13486, 424, 441, 505]"
8786,"[16, 15, 19, 17, 18, 38, 39, 224, 225, 67, 136, 232, 230, 981, 1584, 228, 3502, 489, 416, 40, 186, 1299, 42, 41, 406]"
8787,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
8794,"[124, 125, 65, 190, 339, 188, 329, 16, 15, 126, 127, 1880, 347, 1402, 241, 19, 1425, 38, 50, 18, 51, 2376, 423, 364, 2029]"
8799,"[124, 125, 65, 190, 339, 1880, 127, 241, 329, 188, 347, 126, 3470, 55, 16, 2472, 51, 2029, 50, 12901, 2469, 15, 423, 956, 364]"
8801,"[16, 19, 15, 224, 17, 18, 38, 406, 67, 410, 225, 39, 1048, 409, 411, 228, 408, 407, 229, 136, 230, 232, 3502, 1047, 40]"
